Table_Number,Year,Measure,Age,Sex,Indigenous_Status,Remoteness,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
CtG7A.5,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,Second most disadvantaged,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,8924,1975,7563,2552,1391,1050,122,760,24343
CtG7A.5,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,Middle 20%,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,5927,1582,5092,2257,761,692,239,851,17400
CtG7A.5,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,Second least disadvantaged,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,4327,1311,3762,1425,513,233,402,543,12520
CtG7A.5,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,Least disadvantaged,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,2742,825,1742,702,273,124,440,295,7143
CtG7A.5,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,Most disadvantaged,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,162868,113376,90053,31620,43322,16312,686,1082,459352
CtG7A.5,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,Second most disadvantaged,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,163564,131966,106614,47063,43075,12286,2377,2409,509509
CtG7A.5,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,Middle 20%,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,144013,140356,113486,60645,38602,11418,6210,3599,518371
CtG7A.5,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,Second least disadvantaged,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,146618,159030,115111,66043,36214,6829,12932,4265,547080
CtG7A.5,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,Least disadvantaged,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,195030,150283,91146,61689,24512,3972,23556,4095,554282
CtG7A.5,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,Most disadvantaged,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,1833,1316,1039,297,487,227,9,28,5231
CtG7A.5,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,Second most disadvantaged,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,1445,1153,982,376,341,122,14,48,4483
CtG7A.5,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,Middle 20%,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,1094,1172,846,453,310,128,39,61,4103
CtG7A.5,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,Second least disadvantaged,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,953,1043,766,438,240,45,60,66,3601
CtG7A.5,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,Least disadvantaged,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,1117,958,514,329,185,33,96,51,3273
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people fully engaged in employment; education or training,,Aboriginal and Torres Strait Islander people,Has need for assistance with core activities,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,47.2,49.6,42.9,39.7,43.8,39,44.3,31.4,44.8
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people fully engaged in employment; education or training,,Aboriginal and Torres Strait Islander people,Does not have need for assistance with core activities,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,63.1,67,59.2,53.7,56.6,65,76.3,35,59
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people fully engaged in employment; education or training,,Aboriginal and Torres Strait Islander people,Need for assistance with core activities not stated,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,59.5,73.3,49.5,44.7,43.2,59.4,35.7,31.1,50.1
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people fully engaged in employment; education or training,,Non-Indigenous people,Has need for assistance with core activities,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,49.1,53.8,47.1,49.2,48.6,45,52.9,47,49.8
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people fully engaged in employment; education or training,,Non-Indigenous people,Does not have need for assistance with core activities,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,81,82.4,79,80.7,79.1,75.2,86.6,81.4,80.8
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people fully engaged in employment; education or training,,Non-Indigenous people,Need for assistance with core activities not stated,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,78.4,80.5,77.2,80.5,74.6,70.6,85.7,80.4,78.6
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,Has need for assistance with core activities,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,3258,909,2501,574,514,333,115,220,8428
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,Does not have need for assistance with core activities,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,43906,10232,37812,13650,6614,4668,1628,9835,128368
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,Need for assistance with core activities not stated,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,563,116,551,228,139,69,14,283,1960
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,Has need for assistance with core activities,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,22063,20781,17967,7395,6398,2040,1538,347,78531
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,Does not have need for assistance with core activities,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,789139,680695,512104,263935,180234,48834,53184,15173,2543585
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,Need for assistance with core activities not stated,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,5388,4791,3402,1736,1269,401,266,112,17370
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,Has need for assistance with core activities,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,151,119,107,28,50,22,7,7,490
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,Does not have need for assistance with core activities,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,2862,2137,1902,885,751,306,80,102,9023
CtG7A.6,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,Need for assistance with core activities not stated,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,166,171,131,44,38,29,9,6,598
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people fully engaged in employment; education or training,,Aboriginal and Torres Strait Islander people,Has need for assistance with core activities,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,46.2,48.1,43.4,44.7,50.2,49.1,52.7,41.5,45.6
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people fully engaged in employment; education or training,,Aboriginal and Torres Strait Islander people,Does not have need for assistance with core activities,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,62.7,66.5,55.9,52,58.1,63.2,74.3,40,57.8
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people fully engaged in employment; education or training,,Aboriginal and Torres Strait Islander people,Need for assistance with core activities not stated,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,51.9,64.8,53.6,41.9,56,57.3,56.3,37.9,51
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people fully engaged in employment; education or training,,Non-Indigenous people,Has need for assistance with core activities,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,50.5,54.7,46.6,49.4,51.2,46.4,58,52,50.7
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people fully engaged in employment; education or training,,Non-Indigenous people,Does not have need for assistance with core activities,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,82,82.2,76.9,78.9,77.9,74.9,86.7,81.7,80.4
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people fully engaged in employment; education or training,,Non-Indigenous people,Need for assistance with core activities not stated,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,77.2,77.8,71.2,75.1,74.1,69.1,81.3,81.7,75.7
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,Has need for assistance with core activities,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,1944,524,1402,338,273,232,55,164,4938
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,Does not have need for assistance with core activities,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,35830,7850,31097,11787,5634,3787,1219,8774,105992
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,Need for assistance with core activities not stated,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,797,176,606,265,125,82,16,317,2384
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,Has need for assistance with core activities,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,17850,15245,12986,5012,4796,1485,1037,254,58674
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,Does not have need for assistance with core activities,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,795978,679157,505889,262564,180938,49452,49482,15531,2539261
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,Need for assistance with core activities not stated,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,8125,7063,5038,2617,1937,677,379,202,26029
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,Has need for assistance with core activities,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,230,221,179,55,64,33,13,6,797
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,Does not have need for assistance with core activities,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,5969,5160,3827,1740,1448,483,219,235,19088
CtG7A.6,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,Need for assistance with core activities not stated,15-24 years old,Number of people,,ABS (unpublished) Census of Population and Housing,no.,301,302,195,113,75,40,14,18,1054
CtG7A.7,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people fully engaged in employment; education or training,,Aboriginal and Torres Strait Islander people,Engaged through full-time study and full-time employment,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,1.3,1.6,1.1,0.7,1,0.9,3.3,0.7,1.2
CtG7A.7,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people fully engaged in employment; education or training,,Aboriginal and Torres Strait Islander people,Primarily engaged through full-time study,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,38.1,42.1,36.6,34,37.1,39.4,39.4,22.7,36.4
CtG7A.7,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people fully engaged in employment; education or training,,Aboriginal and Torres Strait Islander people,Primarily engaged through full-time employment,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,19.5,19.3,18.3,16.8,15.4,20.3,28.3,10.6,18.1
CtG7A.7,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people fully engaged in employment; education or training,,Aboriginal and Torres Strait Islander people,Engaged through part-time study and part-time employment,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,2.2,2.1,1.6,1.2,1.6,2.2,2.8,0.6,1.8
CtG7A.7,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people fully engaged in employment; education or training,,Non-Indigenous people,Engaged through full-time study and full-time employment,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,1.8,1.6,1.8,1.5,1.4,1.4,4.1,2.7,1.7
CtG7A.7,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people fully engaged in employment; education or training,,Non-Indigenous people,Primarily engaged through full-time study,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,55.2,58,49.7,51.4,53.2,46.7,54.9,39,54
CtG7A.7,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people fully engaged in employment; education or training,,Non-Indigenous people,Primarily engaged through full-time employment,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,19,18.6,23.1,23.4,20.2,22.8,22.9,35.9,20.5
CtG7A.7,2021,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people fully engaged in employment; education or training,,Non-Indigenous people,Engaged through part-time study and part-time employment,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,2.9,2.9,2.7,3.2,2.9,2.7,3.4,2.5,2.9
CtG7A.7,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people fully engaged in employment; education or training,,Aboriginal and Torres Strait Islander people,Engaged through full-time study and full-time employment,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,0.7,0.8,0.6,0.5,0.7,0.5,2.3,0.7,0.7
CtG7A.7,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people fully engaged in employment; education or training,,Aboriginal and Torres Strait Islander people,Primarily engaged through full-time study,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,40.2,44.7,36.8,35.4,41.8,42.7,40.9,27,38.1
CtG7A.7,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people fully engaged in employment; education or training,,Aboriginal and Torres Strait Islander people,Primarily engaged through full-time employment,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,18.8,17.9,16.5,14.6,13.5,17.8,28.7,12,16.8
CtG7A.7,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people fully engaged in employment; education or training,,Aboriginal and Torres Strait Islander people,Engaged through part-time study and part-time employment,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,1.7,1.7,1.2,0.7,1.3,1.3,1.9,0.3,1.3
CtG7A.7,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people fully engaged in employment; education or training,,Non-Indigenous people,Engaged through full-time study and full-time employment,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,1.1,0.9,1,0.8,0.7,0.6,3,1.5,1
CtG7A.7,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people fully engaged in employment; education or training,,Non-Indigenous people,Primarily engaged through full-time study,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,55.6,59.6,48.2,51.4,55.2,50.1,59,36.9,54.6
CtG7A.7,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people fully engaged in employment; education or training,,Non-Indigenous people,Primarily engaged through full-time employment,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,21.6,18.6,24.4,23.2,18.7,21.2,21.4,40.1,21.4
CtG7A.7,2016,People aged 15-24 years who are fully engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people fully engaged in employment; education or training,,Non-Indigenous people,Engaged through part-time study and part-time employment,15-24 years old,Proportion of people,,ABS (unpublished) Census of Population and Housing,%,2.6,2.2,2.2,2.5,2.3,1.9,2.3,2.2,2.4
SE7a.1,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Has need for assistance with core activities,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,3.6,4.1,3.5,2.4,4,4,3.6,1.4,3.4
SE7a.1,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Does not have need for assistance with core activities,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,33.9,30,37.8,43.7,39.6,32.3,21.7,61.8,37.9
SE7a.1,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Need for assistance with core activities not stated,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,0.5,0.3,0.7,0.8,1,0.6,0.6,1.9,0.7
SE7a.1,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Total not fully engaged,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,38,34.4,41.9,47,44.6,36.8,25.9,65.2,42
SE7a.1,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Has need for assistance with core activities,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,1.4,1.4,1.8,1.4,1.8,2.2,1.3,1.2,1.5
SE7a.1,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Does not have need for assistance with core activities,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,18.3,16.9,20.1,18.7,20,23.6,13,18.1,18.5
SE7a.1,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Need for assistance with core activities not stated,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.1
SE7a.1,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Total not fully engaged,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,19.8,18.4,22.1,20.2,21.9,26.1,14.3,19.4,20.1
SE7a.1,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,47729,11267,40860,14447,7260,5069,1753,10342,138758
SE7a.1,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,816587,706270,533472,273071,187898,51275,54989,15632,2639491
SE7a.1,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,3177,2428,2143,960,839,353,93,113,10113
SE7a.1,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Has need for assistance with core activities,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,2.7,3.1,2.4,1.5,2.2,3,1.9,1.1,2.4
SE7a.1,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Does not have need for assistance with core activities,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,34.6,30.7,41.4,45.7,39.2,33.8,24.2,56.9,39.4
SE7a.1,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Need for assistance with core activities not stated,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,1,0.7,0.9,1.3,0.9,0.7,0.2,2.1,1
SE7a.1,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Total not fully engaged,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,38.3,34.6,44.7,48.5,42.4,37.6,26.8,60,42.8
SE7a.1,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Has need for assistance with core activities,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,1.1,1,1.3,0.9,1.3,1.6,0.9,0.8,1.1
SE7a.1,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Does not have need for assistance with core activities,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,17.4,17.3,22.3,20.5,21.3,24,12.9,17.8,19
SE7a.1,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Need for assistance with core activities not stated,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,0.2,0.2,0.3,0.2,0.3,0.4,0.1,0.2,0.2
SE7a.1,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,Young people not fully engaged in employment; education or training,Proportion,Non-Indigenous people,Total not fully engaged,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,18.7,18.5,23.9,21.7,22.8,26,13.9,18.8,20.4
SE7a.1,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,People counted in the Census,,Aboriginal and Torres Strait Islander people,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,38572,8551,33101,12386,6030,4096,1287,9259,113305
SE7a.1,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Non-Indigenous people,All areas,People counted in the Census,,Non-Indigenous people,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,821950,701466,523913,270192,187669,51612,50896,15982,2623965
SE7a.1,2016,Youth not engaged in employment; education or training,15-24 years old,All people,Unknown Indigenous status,All areas,People counted in the Census,,Indigenous status not stated,,15-24 years old,,,ABS (unpublished) Census of Population and Housing,no.,6504,5683,4197,1907,1587,562,243,257,20942
SE7a.2,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Has long-term health condition,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,3.1,3.6,3.1,2.5,3.6,3.4,2.5,2,3
SE7a.2,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Does not have long-term health condition,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,32.9,29.4,37,41.8,38.7,31.5,22.1,61.4,37
SE7a.2,2021,Youth not engaged in employment; education or training,15-24 years old,All people,Aboriginal and Torres Strait Islander people,All areas,Young people not fully engaged in employment; education or training,Proportion,Aboriginal and Torres Strait Islander people,Long-term health condition not stated,15-24 years old,,,ABS (unpublished) Census of Population and Housing,%,2,1.5,1.8,2.6,2.2,1.8,1.1,1.8,1.9
